image,x,y,r,g,b
ps,6,6,255,255,255
ps,6,7,255,255,255
ps,6,8,0,150,57
ps,6,9,0,150,57
ps,6,10,0,150,57
ps,7,1,0,0,0
ps,7,2,0,0,0
ps,7,3,0,0,0
ps,7,4,255,255,255
ps,7,5,255,255,255
ps,7,6,255,255,255
ps,7,7,255,255,255
ps,7,8,0,150,57
ps,7,9,0,150,57
ps,7,10,0,150,57
ps,8,1,0,0,0
ps,8,2,0,0,0
ps,8,3,0,0,0
ps,8,4,255,255,255
ps,8,5,255,255,255
ps,8,6,255,255,255
ps,8,7,255,255,255
ps,8,8,0,150,57
ps,8,9,0,150,57
ps,8,10,0,150,57
ps,9,1,0,0,0
ps,9,2,0,0,0
ps,9,3,0,0,0
ps,9,4,255,255,255
ps,9,5,255,255,255
ps,9,6,255,255,255
ps,9,7,255,255,255
ps,9,8,0,150,57
ps,9,9,0,150,57
ps,9,10,0,150,57
ps,10,1,0,0,0
ps,10,2,0,0,0
ps,10,3,0,0,0
ps,10,4,255,255,255
ps,10,5,255,255,255
ps,10,6,255,255,255
ps,10,7,255,255,255
ps,10,8,0,150,57
ps,10,9,0,150,57
ps,10,10,0,150,57
ma,1,1,193,39,45
ma,1,2,193,39,45
ma,1,3,193,39,45
ma,1,4,193,39,45
ma,1,5,193,39,45
ma,1,6,193,39,45
ma,1,7,193,39,45
ma,1,8,193,39,45
ma,1,9,193,39,45
ma,1,10,193,39,45
ma,2,1,193,39,45
ma,2,2,193,39,45
ma,2,3,193,39,45
ma,2,4,193,39,45
ma,2,5,193,39,45
ma,2,6,193,39,45
ma,2,7,193,39,45
ma,2,8,193,39,45
ma,2,9,193,39,45
ma,2,10,193,39,45
ma,3,1,193,39,45
ma,3,2,193,39,45
ma,3,3,193,39,45
ma,3,4,193,39,45
ma,3,5,193,39,45
ma,3,6,193,39,45
ma,3,7,193,39,45
ma,3,8,193,39,45
ma,3,9,193,39,45
ma,3,10,193,39,45
ma,4,1,193,39,45
ma,4,2,193,39,45
ma,4,3,193,39,45
ma,4,4,193,39,45
ma,4,5,193,39,45
ma,4,6,193,39,45
ma,4,7,193,39,45
ma,4,8,193,39,45
ma,4,9,193,39,45
ma,4,10,193,39,45
ma,5,1,193,39,45
ma,5,2,193,39,45
ma,5,3,193,39,45
ma,5,4,193,39,45
ma,5,5,193,39,45
ma,5,6,111,63,47
ma,5,7,175,44,45
ma,5,8,193,39,45
ma,5,9,193,39,45
ma,5,10,193,39,45
ma,6,1,193,39,45
ma,6,2,193,39,45
ma,6,3,193,39,45
ma,6,4,193,39,45
ma,6,5,193,39,45
ma,6,6,1,98,51
ma,6,7,39,85,49
ma,6,8,193,39,45
ma,6,9,193,39,45
ma,6,10,193,39,45
ma,7,1,193,39,45
ma,7,2,193,39,45
ma,7,3,193,39,45
ma,7,4,193,39,45
ma,7,5,193,39,45
ma,7,6,193,39,45
ma,7,7,193,39,45
ma,7,8,193,39,45
ma,7,9,193,39,45
ma,7,10,193,39,45
ma,8,1,193,39,45
ma,8,2,193,39,45
ma,8,3,193,39,45
ma,8,4,193,39,45
ma,8,5,193,39,45
ma,8,6,193,39,45
ma,8,7,193,39,45
ma,8,8,193,39,45
ma,8,9,193,39,45
ma,8,10,193,39,45
ma,9,1,193,39,45
ma,9,2,193,39,45
ma,9,3,193,39,45
ma,9,4,193,39,45
ma,9,5,193,39,45
ma,9,6,193,39,45
ma,9,7,193,39,45
ma,9,8,193,39,45
ma,9,9,193,39,45
ma,9,10,193,39,45
ma,10,1,193,39,45
ma,10,2,193,39,45
ma,10,3,193,39,45
ma,10,4,193,39,45
ma,10,5,193,39,45
ma,10,6,193,39,45
ma,10,7,193,39,45
ma,10,8,193,39,45
ma,10,9,193,39,45
ma,10,10,193,39,45
cw,1,1,0,43,127
cw,1,2,0,43,127
cw,1,3,0,43,127
cw,1,4,0,43,127
cw,1,5,0,43,127
cw,1,6,0,43,127
cw,1,7,249,232,20
cw,1,8,186,185,47
cw,1,9,0,43,127
cw,1,10,0,43,127
cw,2,1,0,43,127
cw,2,2,255,255,255
cw,2,3,0,43,127
cw,2,4,0,43,127
cw,2,5,0,43,127
cw,2,6,0,43,127
cw,2,7,249,232,20
cw,2,8,186,185,47
cw,2,9,0,43,127
cw,2,10,0,43,127
cw,3,1,0,43,127
cw,3,2,0,43,127
cw,3,3,0,43,127
cw,3,4,0,43,127
cw,3,5,0,43,127
cw,3,6,0,43,127
cw,3,7,249,232,20
cw,3,8,186,185,47
cw,3,9,0,43,127
cw,3,10,0,43,127
cw,4,1,0,43,127
cw,4,2,0,43,127
cw,4,3,0,43,127
cw,4,4,0,43,127
cw,4,5,0,43,127
cw,4,6,0,43,127
cw,4,7,249,232,20
cw,4,8,186,185,47
cw,4,9,0,43,127
cw,4,10,0,43,127
cw,5,1,0,43,127
cw,5,2,0,43,127
cw,5,3,0,43,127
cw,5,4,0,43,127
cw,5,5,0,43,127
cw,5,6,0,43,127
cw,5,7,249,232,20
cw,5,8,186,185,47
cw,5,9,0,43,127
cw,5,10,0,43,127
cw,6,1,0,43,127
cw,6,2,0,43,127
cw,6,3,0,43,127
cw,6,4,0,43,127
cw,6,5,0,43,127
cw,6,6,0,43,127
cw,6,7,249,232,20
cw,6,8,186,185,47
cw,6,9,0,43,127
cw,6,10,0,43,127
cw,7,1,0,43,127
cw,7,2,0,43,127
cw,7,3,0,43,127
cw,7,4,0,43,127
cw,7,5,0,43,127
cw,7,6,0,43,127
cw,7,7,249,232,20
cw,7,8,186,185,47
cw,7,9,0,43,127
cw,7,10,0,43,127
cw,8,1,0,43,127
cw,8,2,0,43,127
cw,8,3,0,43,127
cw,8,4,0,43,127
cw,8,5,0,43,127
cw,8,6,0,43,127
cw,8,7,249,232,20
cw,8,8,186,185,47
cw,8,9,0,43,127
cw,8,10,0,43,127
cw,9,1,0,43,127
cw,9,2,0,43,127
cw,9,3,0,43,127
cw,9,4,0,43,127
cw,9,5,0,43,127
cw,9,6,0,43,127
cw,9,7,249,232,20
cw,9,8,186,185,47
cw,9,9,0,43,127
cw,9,10,0,43,127
cw,10,1,0,43,127
cw,10,2,0,43,127
cw,10,3,0,43,127
cw,10,4,0,43,127
cw,10,5,0,43,127
cw,10,6,0,43,127
cw,10,7,249,232,20
cw,10,8,186,185,47
cw,10,9,0,43,127
cw,10,10,0,43,127
ye,1,1,206,17,38
ye,1,2,206,17,38
ye,1,3,206,17,38
ye,1,4,255,255,255
ye,1,5,255,255,255
ye,1,6,255,255,255
ye,1,7,255,255,255
ye,1,8,0,0,0
ye,1,9,0,0,0
ye,1,10,0,0,0
ye,2,1,206,17,38
ye,2,2,206,17,38
ye,2,3,206,17,38
ye,2,4,255,255,255
ye,2,5,255,255,255
ye,2,6,255,255,255
ye,2,7,255,255,255
ye,2,8,0,0,0
ye,2,9,0,0,0
ye,2,10,0,0,0
ye,3,1,206,17,38
ye,3,2,206,17,38
ye,3,3,206,17,38
ye,3,4,255,255,255
ye,3,5,255,255,255
ye,3,6,255,255,255
ye,3,7,255,255,255
ye,3,8,0,0,0
ye,3,9,0,0,0
ye,3,10,0,0,0
ye,4,1,206,17,38
ye,4,2,206,17,38
ye,4,3,206,17,38
ye,4,4,255,255,255
ye,4,5,255,255,255
ye,4,6,255,255,255
ye,4,7,255,255,255
ye,4,8,0,0,0
ye,4,9,0,0,0
ye,4,10,0,0,0
ye,5,1,206,17,38
ye,5,2,206,17,38
ye,5,3,206,17,38
ye,5,4,255,255,255
ye,5,5,255,255,255
ye,5,6,255,255,255
ye,5,7,255,255,255
ye,5,8,0,0,0
ye,5,9,0,0,0
ye,5,10,0,0,0
ye,6,1,206,17,38
ye,6,2,206,17,38
ye,6,3,206,17,38
ye,6,4,255,255,255
ye,6,5,255,255,255
ye,6,6,255,255,255
ye,6,7,255,255,255
ye,6,8,0,0,0
ye,6,9,0,0,0
ye,6,10,0,0,0
ye,7,1,206,17,38
ye,7,2,206,17,38
ye,7,3,206,17,38
ye,7,4,255,255,255
ye,7,5,255,255,255
ye,7,6,255,255,255
ye,7,7,255,255,255
ye,7,8,0,0,0
ye,7,9,0,0,0
ye,7,10,0,0,0
ye,8,1,206,17,38
ye,8,2,206,17,38
ye,8,3,206,17,38
ye,8,4,255,255,255
ye,8,5,255,255,255
ye,8,6,255,255,255
ye,8,7,255,255,255
ye,8,8,0,0,0
ye,8,9,0,0,0
ye,8,10,0,0,0
ye,9,1,206,17,38
ye,9,2,206,17,38
ye,9,3,206,17,38
ye,9,4,255,255,255
ye,9,5,255,255,255
ye,9,6,255,255,255
ye,9,7,255,255,255
ye,9,8,0,0,0
ye,9,9,0,0,0
ye,9,10,0,0,0
ye,10,1,206,17,38
ye,10,2,206,17,38
ye,10,3,206,17,38
ye,10,4,255,255,255
ye,10,5,255,255,255
ye,10,6,255,255,255
ye,10,7,255,255,255
ye,10,8,0,0,0
ye,10,9,0,0,0
ye,10,10,0,0,0
bi,1,1,255,255,255
bi,1,2,67,176,42
bi,1,3,67,176,42
bi,1,4,67,176,42
bi,1,5,67,176,42
bi,1,6,67,176,42
bi,1,7,67,176,42
bi,1,8,67,176,42
bi,1,9,67,176,42
bi,1,10,255,255,255
bi,2,1,200,16,46
bi,2,2,255,255,255
bi,2,3,67,176,42
bi,2,4,67,176,42
bi,2,5,67,176,42
bi,2,6,67,176,42
bi,2,7,67,176,42
bi,2,8,67,176,42
bi,2,9,255,255,255
bi,2,10,200,16,46
bi,3,1,200,16,46
bi,3,2,200,16,46
bi,3,3,255,255,255
bi,3,4,67,176,42
bi,3,5,67,176,42
bi,3,6,67,176,42
bi,3,7,67,176,42
bi,3,8,255,255,255
bi,3,9,200,16,46
bi,3,10,200,16,46
bi,4,1,200,16,46
bi,4,2,200,16,46
bi,4,3,200,16,46
bi,4,4,255,255,255
bi,4,5,255,255,255
bi,4,6,255,255,255
bi,4,7,255,255,255
bi,4,8,200,16,46
bi,4,9,200,16,46
bi,4,10,200,16,46
bi,5,1,200,16,46
bi,5,2,200,16,46
bi,5,3,255,255,255
bi,5,4,255,255,255
bi,5,5,255,255,255
bi,5,6,102,142,48
bi,5,7,255,255,255
bi,5,8,255,255,255
bi,5,9,200,16,46
bi,5,10,200,16,46
bi,6,1,200,16,46
bi,6,2,200,16,46
bi,6,3,255,255,255
bi,6,4,255,255,255
bi,6,5,255,255,255
bi,6,6,200,16,46
bi,6,7,255,255,255
bi,6,8,255,255,255
bi,6,9,200,16,46
bi,6,10,200,16,46
bi,7,1,200,16,46
bi,7,2,200,16,46
bi,7,3,200,16,46
bi,7,4,255,255,255
bi,7,5,255,255,255
bi,7,6,255,255,255
bi,7,7,255,255,255
bi,7,8,200,16,46
bi,7,9,200,16,46
bi,7,10,200,16,46
bi,8,1,200,16,46
bi,8,2,200,16,46
bi,8,3,255,255,255
bi,8,4,67,176,42
bi,8,5,67,176,42
bi,8,6,67,176,42
bi,8,7,67,176,42
bi,8,8,255,255,255
bi,8,9,200,16,46
bi,8,10,200,16,46
bi,9,1,200,16,46
bi,9,2,255,255,255
bi,9,3,67,176,42
bi,9,4,67,176,42
bi,9,5,67,176,42
bi,9,6,67,176,42
bi,9,7,67,176,42
bi,9,8,67,176,42
bi,9,9,255,255,255
bi,9,10,200,16,46
bi,10,1,255,255,255
bi,10,2,67,176,42
bi,10,3,67,176,42
bi,10,4,67,176,42
bi,10,5,67,176,42
bi,10,6,67,176,42
bi,10,7,67,176,42
bi,10,8,67,176,42
bi,10,9,67,176,42
bi,10,10,255,255,255
st,1,1,0,151,57
st,1,2,239,51,64
st,1,3,239,51,64
st,1,4,239,51,64
st,1,5,239,51,64
st,1,6,239,51,64
st,1,7,239,51,64
st,1,8,239,51,64
st,1,9,239,51,64
st,1,10,0,151,57
st,2,1,0,151,57
st,2,2,0,151,57
st,2,3,0,151,57
st,2,4,239,51,64
st,2,5,239,51,64
st,2,6,239,51,64
st,2,7,239,51,64
st,2,8,0,151,57
st,2,9,0,151,57
st,2,10,0,151,57
st,3,1,0,151,57
st,3,2,0,151,57
st,3,3,0,151,57
st,3,4,255,209,0
st,3,5,255,209,0
st,3,6,255,209,0
st,3,7,255,209,0
st,3,8,0,151,57
st,3,9,0,151,57
st,3,10,0,151,57
st,4,1,0,151,57
st,4,2,0,151,57
st,4,3,0,151,57
st,4,4,255,209,0
st,4,5,255,209,0
st,4,6,255,209,0
st,4,7,255,209,0
st,4,8,0,151,57
st,4,9,0,151,57
st,4,10,0,151,57
st,5,1,0,151,57
st,5,2,0,151,57
st,5,3,0,151,57
st,5,4,255,209,0
st,5,5,255,209,0
st,5,6,255,209,0
st,5,7,174,142,0
st,5,8,0,151,57
st,5,9,0,151,57
st,5,10,0,151,57
st,6,1,0,151,57
st,6,2,0,151,57
st,6,3,0,151,57
st,6,4,255,209,0
st,6,5,255,209,0
st,6,6,255,209,0
st,6,7,255,209,0
st,6,8,0,151,57
st,6,9,0,151,57
st,6,10,0,151,57
st,7,1,0,151,57
st,7,2,0,151,57
st,7,3,0,151,57
st,7,4,255,209,0
st,7,5,255,209,0
st,7,6,255,209,0
st,7,7,255,209,0
st,7,8,0,151,57
st,7,9,0,151,57
st,7,10,0,151,57
st,8,1,0,151,57
st,8,2,0,151,57
st,8,3,0,151,57
st,8,4,146,119,0
st,8,5,0,0,0
st,8,6,0,0,0
st,8,7,255,209,0
st,8,8,0,151,57
st,8,9,0,151,57
st,8,10,0,151,57
st,9,1,0,151,57
st,9,2,0,151,57
st,9,3,0,151,57
st,9,4,255,209,0
st,9,5,255,209,0
st,9,6,255,209,0
st,9,7,255,209,0
st,9,8,0,151,57
st,9,9,0,151,57
st,9,10,0,151,57
st,10,1,0,151,57
st,10,2,0,151,57
st,10,3,0,151,57
st,10,4,255,209,0
st,10,5,255,209,0
st,10,6,255,209,0
st,10,7,255,209,0
st,10,8,0,151,57
st,10,9,0,151,57
st,10,10,0,151,57
aq,1,1,0,158,219
aq,1,2,0,158,219
aq,1,3,0,158,219
aq,1,4,0,158,219
aq,1,5,0,158,219
aq,1,6,0,158,219
aq,1,7,0,158,219
aq,1,8,0,158,219
aq,1,9,0,158,219
aq,1,10,0,158,219
aq,2,1,0,158,219
aq,2,2,0,158,219
aq,2,3,0,158,219
aq,2,4,0,158,219
aq,2,5,0,158,219
aq,2,6,0,158,219
aq,2,7,0,158,219
aq,2,8,0,158,219
aq,2,9,0,158,219
aq,2,10,0,158,219
aq,3,1,0,158,219
aq,3,2,0,158,219
aq,3,3,0,158,219
aq,3,4,255,255,255
aq,3,5,199,234,248
aq,3,6,255,255,255
aq,3,7,0,158,219
aq,3,8,0,158,219
aq,3,9,0,158,219
aq,3,10,0,158,219
aq,4,1,0,158,219
aq,4,2,0,158,219
aq,4,3,0,158,219
aq,4,4,255,255,255
aq,4,5,255,255,255
aq,4,6,255,255,255
aq,4,7,255,255,255
aq,4,8,54,179,227
aq,4,9,0,158,219
aq,4,10,0,158,219
aq,5,1,0,158,219
aq,5,2,255,255,255
aq,5,3,255,255,255
aq,5,4,255,255,255
aq,5,5,255,255,255
aq,5,6,255,255,255
aq,5,7,255,255,255
aq,5,8,255,255,255
aq,5,9,0,158,219
aq,5,10,0,158,219
aq,6,1,0,158,219
aq,6,2,255,255,255
aq,6,3,255,255,255
aq,6,4,255,255,255
aq,6,5,255,255,255
aq,6,6,255,255,255
aq,6,7,255,255,255
aq,6,8,255,255,255
aq,6,9,255,255,255
aq,6,10,0,158,219
aq,7,1,0,158,219
aq,7,2,0,158,219
aq,7,3,255,255,255
aq,7,4,255,255,255
aq,7,5,255,255,255
aq,7,6,255,255,255
aq,7,7,255,255,255
aq,7,8,255,255,255
aq,7,9,255,255,255
aq,7,10,0,158,219
aq,8,1,0,158,219
aq,8,2,0,158,219
aq,8,3,0,158,219
aq,8,4,255,255,255
aq,8,5,255,255,255
aq,8,6,255,255,255
aq,8,7,255,255,255
aq,8,8,255,255,255
aq,8,9,0,158,219
aq,8,10,0,158,219
aq,9,1,0,158,219
aq,9,2,0,158,219
aq,9,3,0,158,219
aq,9,4,0,158,219
aq,9,5,0,158,219
aq,9,6,0,158,219
aq,9,7,0,158,219
aq,9,8,0,158,219
aq,9,9,0,158,219
aq,9,10,0,158,219
aq,10,1,0,158,219
aq,10,2,0,158,219
aq,10,3,0,158,219
aq,10,4,0,158,219
aq,10,5,0,158,219
aq,10,6,0,158,219
aq,10,7,0,158,219
aq,10,8,0,158,219
aq,10,9,0,158,219
aq,10,10,0,158,219
gb,1,1,215,78,100
gb,1,2,255,255,255
gb,1,3,1,33,105
gb,1,4,255,255,255
gb,1,5,200,16,46
gb,1,6,200,16,46
gb,1,7,255,255,255
gb,1,8,1,33,105
gb,1,9,255,255,255
gb,1,10,200,16,46
gb,2,1,255,255,255
gb,2,2,215,78,100
gb,2,3,255,255,255
gb,2,4,255,255,255
gb,2,5,200,16,46
gb,2,6,200,16,46
gb,2,7,255,255,255
gb,2,8,255,255,255
gb,2,9,200,16,46
gb,2,10,255,255,255
gb,3,1,1,33,105
gb,3,2,255,255,255
gb,3,3,215,78,100
gb,3,4,255,255,255
gb,3,5,200,16,46
gb,3,6,200,16,46
gb,3,7,255,255,255
gb,3,8,200,16,46
gb,3,9,255,255,255
gb,3,10,1,33,105
gb,4,1,1,33,105
gb,4,2,1,33,105
gb,4,3,255,255,255
gb,4,4,255,255,255
gb,4,5,200,16,46
gb,4,6,200,16,46
gb,4,7,255,255,255
gb,4,8,255,255,255
gb,4,9,1,33,105
gb,4,10,1,33,105
gb,5,1,200,16,46
gb,5,2,200,16,46
gb,5,3,200,16,46
gb,5,4,200,16,46
gb,5,5,200,16,46
gb,5,6,200,16,46
gb,5,7,200,16,46
gb,5,8,200,16,46
gb,5,9,200,16,46
gb,5,10,200,16,46
gb,6,1,255,255,255
gb,6,2,255,255,255
gb,6,3,255,255,255
gb,6,4,255,255,255
gb,6,5,200,16,46
gb,6,6,200,16,46
gb,6,7,255,255,255
gb,6,8,255,255,255
gb,6,9,255,255,255
gb,6,10,255,255,255
gb,7,1,1,33,105
gb,7,2,1,33,105
gb,7,3,255,255,255
gb,7,4,255,255,255
gb,7,5,200,16,46
gb,7,6,200,16,46
gb,7,7,255,255,255
gb,7,8,255,255,255
gb,7,9,1,33,105
gb,7,10,1,33,105
gb,8,1,1,33,105
gb,8,2,255,255,255
gb,8,3,255,255,255
gb,8,4,255,255,255
gb,8,5,200,16,46
gb,8,6,200,16,46
gb,8,7,255,255,255
gb,8,8,241,195,203
gb,8,9,255,255,255
gb,8,10,1,33,105
gb,9,1,255,255,255
gb,9,2,255,255,255
gb,9,3,255,255,255
gb,9,4,255,255,255
gb,9,5,200,16,46
gb,9,6,200,16,46
gb,9,7,255,255,255
gb,9,8,255,255,255
gb,9,9,241,195,203
gb,9,10,255,255,255
gb,10,1,255,255,255
gb,10,2,255,255,255
gb,10,3,1,33,105
gb,10,4,255,255,255
gb,10,5,200,16,46
gb,10,6,200,16,46
gb,10,7,255,255,255
gb,10,8,1,33,105
gb,10,9,255,255,255
gb,10,10,241,195,203
fo,1,1,255,255,255
fo,1,2,255,255,255
fo,1,3,255,255,255
fo,1,4,255,255,255
fo,1,5,239,51,64
fo,1,6,239,51,64
fo,1,7,255,255,255
fo,1,8,255,255,255
fo,1,9,255,255,255
fo,1,10,255,255,255
fo,2,1,255,255,255
fo,2,2,255,255,255
fo,2,3,255,255,255
fo,2,4,255,255,255
fo,2,5,239,51,64
fo,2,6,239,51,64
fo,2,7,255,255,255
fo,2,8,255,255,255
fo,2,9,255,255,255
fo,2,10,255,255,255
fo,3,1,255,255,255
fo,3,2,255,255,255
fo,3,3,255,255,255
fo,3,4,255,255,255
fo,3,5,239,51,64
fo,3,6,239,51,64
fo,3,7,255,255,255
fo,3,8,255,255,255
fo,3,9,255,255,255
fo,3,10,255,255,255
fo,4,1,239,51,64
fo,4,2,239,51,64
fo,4,3,239,51,64
fo,4,4,239,51,64
fo,4,5,239,51,64
fo,4,6,239,51,64
fo,4,7,239,51,64
fo,4,8,239,51,64
fo,4,9,239,51,64
fo,4,10,239,51,64
fo,5,1,1,94,184
fo,5,2,1,94,184
fo,5,3,1,94,184
fo,5,4,1,94,184
fo,5,5,239,51,64
fo,5,6,239,51,64
fo,5,7,1,94,184
fo,5,8,1,94,184
fo,5,9,1,94,184
fo,5,10,1,94,184
fo,6,1,255,255,255
fo,6,2,255,255,255
fo,6,3,255,255,255
fo,6,4,255,255,255
fo,6,5,239,51,64
fo,6,6,239,51,64
fo,6,7,255,255,255
fo,6,8,255,255,255
fo,6,9,255,255,255
fo,6,10,255,255,255
fo,7,1,255,255,255
fo,7,2,255,255,255
fo,7,3,255,255,255
fo,7,4,255,255,255
fo,7,5,239,51,64
fo,7,6,239,51,64
fo,7,7,255,255,255
fo,7,8,255,255,255
fo,7,9,255,255,255
fo,7,10,255,255,255
fo,8,1,255,255,255
fo,8,2,255,255,255
fo,8,3,255,255,255
fo,8,4,255,255,255
fo,8,5,239,51,64
fo,8,6,239,51,64
fo,8,7,255,255,255
fo,8,8,255,255,255
fo,8,9,255,255,255
fo,8,10,255,255,255
fo,9,1,255,255,255
fo,9,2,255,255,255
fo,9,3,255,255,255
fo,9,4,255,255,255
fo,9,5,239,51,64
fo,9,6,239,51,64
fo,9,7,255,255,255
fo,9,8,255,255,255
fo,9,9,255,255,255
fo,9,10,255,255,255
fo,10,1,255,255,255
fo,10,2,255,255,255
fo,10,3,255,255,255
fo,10,4,255,255,255
fo,10,5,239,51,64
fo,10,6,239,51,64
fo,10,7,255,255,255
fo,10,8,255,255,255
fo,10,9,255,255,255
fo,10,10,255,255,255
ne,1,1,224,82,6
ne,1,2,224,82,6
ne,1,3,224,82,6
ne,1,4,255,255,255
ne,1,5,255,255,255
ne,1,6,255,255,255
ne,1,7,255,255,255
ne,1,8,13,176,43
ne,1,9,13,176,43
ne,1,10,13,176,43
ne,2,1,224,82,6
ne,2,2,224,82,6
ne,2,3,224,82,6
ne,2,4,255,255,255
ne,2,5,255,255,255
ne,2,6,255,255,255
ne,2,7,255,255,255
ne,2,8,13,176,43
ne,2,9,13,176,43
ne,2,10,13,176,43
ne,3,1,224,82,6
ne,3,2,224,82,6
ne,3,3,224,82,6
ne,3,4,255,255,255
ne,3,5,255,255,255
ne,3,6,255,255,255
ne,3,7,255,255,255
ne,3,8,13,176,43
ne,3,9,13,176,43
ne,3,10,13,176,43
ne,4,1,224,82,6
ne,4,2,224,82,6
ne,4,3,224,82,6
ne,4,4,255,255,255
ne,4,5,255,255,255
ne,4,6,255,255,255
ne,4,7,255,255,255
ne,4,8,13,176,43
ne,4,9,13,176,43
ne,4,10,13,176,43
ne,5,1,224,82,6
ne,5,2,224,82,6
ne,5,3,224,82,6
ne,5,4,255,255,255
ne,5,5,224,82,6
ne,5,6,224,82,6
ne,5,7,255,255,255
ne,5,8,13,176,43
ne,5,9,13,176,43
ne,5,10,13,176,43
ne,6,1,224,82,6
ne,6,2,224,82,6
ne,6,3,224,82,6
ne,6,4,255,255,255
ne,6,5,224,82,6
ne,6,6,224,82,6
ne,6,7,255,255,255
ne,6,8,13,176,43
ne,6,9,13,176,43
ne,6,10,13,176,43
ne,7,1,224,82,6
ne,7,2,224,82,6
ne,7,3,224,82,6
ne,7,4,255,255,255
ne,7,5,255,255,255
ne,7,6,255,255,255
ne,7,7,255,255,255
ne,7,8,13,176,43
ne,7,9,13,176,43
ne,7,10,13,176,43
ne,8,1,224,82,6
ne,8,2,224,82,6
ne,8,3,224,82,6
ne,8,4,255,255,255
ne,8,5,255,255,255
ne,8,6,255,255,255
ne,8,7,255,255,255
ne,8,8,13,176,43
ne,8,9,13,176,43
ne,8,10,13,176,43
ne,9,1,224,82,6
ne,9,2,224,82,6
ne,9,3,224,82,6
ne,9,4,255,255,255
ne,9,5,255,255,255
ne,9,6,255,255,255
ne,9,7,255,255,255
ne,9,8,13,176,43
ne,9,9,13,176,43
ne,9,10,13,176,43
ne,10,1,224,82,6
ne,10,2,224,82,6
ne,10,3,224,82,6
ne,10,4,255,255,255
ne,10,5,255,255,255
ne,10,6,255,255,255
ne,10,7,255,255,255
ne,10,8,13,176,43
ne,10,9,13,176,43
ne,10,10,13,176,43
cl,1,1,0,57,166
cl,1,2,0,57,166
cl,1,3,0,57,166
cl,1,4,0,57,166
cl,1,5,0,57,166
cl,1,6,215,43,31
cl,1,7,215,43,31
cl,1,8,215,43,31
cl,1,9,215,43,31
cl,1,10,215,43,31
cl,2,1,0,57,166
cl,2,2,0,57,166
cl,2,3,255,255,255
cl,2,4,0,57,166
cl,2,5,0,57,166
cl,2,6,215,43,31
cl,2,7,215,43,31
cl,2,8,215,43,31
cl,2,9,215,43,31
cl,2,10,215,43,31
cl,3,1,0,57,166
cl,3,2,0,57,166
cl,3,3,0,57,166
cl,3,4,0,57,166
cl,3,5,0,57,166
cl,3,6,215,43,31
cl,3,7,215,43,31
cl,3,8,215,43,31
cl,3,9,215,43,31
cl,3,10,215,43,31
cl,4,1,255,255,255
cl,4,2,255,255,255
cl,4,3,255,255,255
cl,4,4,255,255,255
cl,4,5,255,255,255
cl,4,6,215,43,31
cl,4,7,215,43,31
cl,4,8,215,43,31
cl,4,9,215,43,31
cl,4,10,215,43,31
cl,5,1,255,255,255
cl,5,2,255,255,255
cl,5,3,255,255,255
cl,5,4,255,255,255
cl,5,5,255,255,255
cl,5,6,215,43,31
cl,5,7,215,43,31
cl,5,8,215,43,31
cl,5,9,215,43,31
cl,5,10,215,43,31
cl,6,1,255,255,255
cl,6,2,255,255,255
cl,6,3,255,255,255
cl,6,4,255,255,255
cl,6,5,255,255,255
cl,6,6,215,43,31
cl,6,7,215,43,31
cl,6,8,215,43,31
cl,6,9,215,43,31
cl,6,10,215,43,31
cl,7,1,255,255,255
cl,7,2,255,255,255
cl,7,3,255,255,255
cl,7,4,255,255,255
cl,7,5,255,255,255
cl,7,6,215,43,31
cl,7,7,215,43,31
cl,7,8,215,43,31
cl,7,9,215,43,31
cl,7,10,215,43,31
cl,8,1,255,255,255
cl,8,2,255,255,255
cl,8,3,255,255,255
cl,8,4,255,255,255
cl,8,5,255,255,255
cl,8,6,215,43,31
cl,8,7,215,43,31
cl,8,8,215,43,31
cl,8,9,215,43,31
cl,8,10,215,43,31
cl,9,1,255,255,255
cl,9,2,255,255,255
cl,9,3,255,255,255
cl,9,4,255,255,255
cl,9,5,255,255,255
cl,9,6,215,43,31
cl,9,7,215,43,31
cl,9,8,215,43,31
cl,9,9,215,43,31
cl,9,10,215,43,31
cl,10,1,255,255,255
cl,10,2,255,255,255
cl,10,3,255,255,255
cl,10,4,255,255,255
cl,10,5,255,255,255
cl,10,6,215,43,31
cl,10,7,215,43,31
cl,10,8,215,43,31
cl,10,9,215,43,31
cl,10,10,215,43,31
md,1,1,0,70,174
md,1,2,0,70,174
md,1,3,0,70,174
md,1,4,0,70,174
md,1,5,0,70,174
md,1,6,0,70,174
md,1,7,0,70,174
md,1,8,0,70,174
md,1,9,0,70,174
md,1,10,0,70,174
md,2,1,0,70,174
md,2,2,0,70,174
md,2,3,0,70,174
md,2,4,0,70,174
md,2,5,0,70,174
md,2,6,0,70,174
md,2,7,0,70,174
md,2,8,0,70,174
md,2,9,0,70,174
md,2,10,0,70,174
md,3,1,0,70,174
md,3,2,0,70,174
md,3,3,0,70,174
md,3,4,0,70,174
md,3,5,0,70,174
md,3,6,0,70,174
md,3,7,0,70,174
md,3,8,0,70,174
md,3,9,0,70,174
md,3,10,0,70,174
md,4,1,255,210,0
md,4,2,255,210,0
md,4,3,255,210,0
md,4,4,255,210,0
md,4,5,255,210,0
md,4,6,255,210,0
md,4,7,255,210,0
md,4,8,255,210,0
md,4,9,255,210,0
md,4,10,255,210,0
md,5,1,255,210,0
