image,x,y,r,g,b
cd,1,4,0,127,255
cd,1,5,0,127,255
cd,1,6,0,127,255
cd,1,7,0,127,255
cd,1,8,247,214,24
cd,1,9,206,16,33
cd,1,10,206,16,33
cd,2,1,0,127,255
cd,2,2,0,127,255
cd,2,3,247,214,24
cd,2,4,247,214,24
cd,2,5,0,127,255
cd,2,6,0,127,255
cd,2,7,247,214,24
cd,2,8,206,16,33
cd,2,9,206,16,33
cd,2,10,0,127,255
cd,3,1,0,127,255
cd,3,2,0,127,255
cd,3,3,247,214,24
cd,3,4,0,127,255
cd,3,5,0,127,255
cd,3,6,247,214,24
cd,3,7,206,16,33
cd,3,8,206,16,33
cd,3,9,0,127,255
cd,3,10,0,127,255
cd,4,1,0,127,255
cd,4,2,0,127,255
cd,4,3,0,127,255
cd,4,4,0,127,255
cd,4,5,0,127,255
cd,4,6,206,16,33
cd,4,7,206,16,33
cd,4,8,247,214,24
cd,4,9,0,127,255
cd,4,10,0,127,255
cd,5,1,0,127,255
cd,5,2,0,127,255
cd,5,3,0,127,255
cd,5,4,0,127,255
cd,5,5,206,16,33
cd,5,6,206,16,33
cd,5,7,247,214,24
cd,5,8,0,127,255
cd,5,9,0,127,255
cd,5,10,0,127,255
cd,6,1,0,127,255
cd,6,2,0,127,255
cd,6,3,0,127,255
cd,6,4,247,214,24
cd,6,5,206,16,33
cd,6,6,206,16,33
cd,6,7,0,127,255
cd,6,8,0,127,255
cd,6,9,0,127,255
cd,6,10,0,127,255
cd,7,1,0,127,255
cd,7,2,0,127,255
cd,7,3,247,214,24
cd,7,4,206,16,33
cd,7,5,206,16,33
cd,7,6,0,127,255
cd,7,7,0,127,255
cd,7,8,0,127,255
cd,7,9,0,127,255
cd,7,10,0,127,255
cd,8,1,0,127,255
cd,8,2,247,214,24
cd,8,3,206,16,33
cd,8,4,206,16,33
cd,8,5,0,127,255
cd,8,6,0,127,255
cd,8,7,0,127,255
cd,8,8,0,127,255
cd,8,9,0,127,255
cd,8,10,0,127,255
cd,9,1,0,127,255
cd,9,2,206,16,33
cd,9,3,206,16,33
cd,9,4,247,214,24
cd,9,5,0,127,255
cd,9,6,0,127,255
cd,9,7,0,127,255
cd,9,8,0,127,255
cd,9,9,0,127,255
cd,9,10,0,127,255
cd,10,1,206,16,33
cd,10,2,206,16,33
cd,10,3,247,214,24
cd,10,4,0,127,255
cd,10,5,0,127,255
cd,10,6,0,127,255
cd,10,7,0,127,255
cd,10,8,0,127,255
cd,10,9,0,127,255
cd,10,10,0,127,255
jo,1,1,154,12,28
jo,1,2,206,17,38
jo,1,3,206,17,38
jo,1,4,206,17,38
jo,1,5,206,17,38
jo,1,6,206,17,38
jo,1,7,206,17,38
jo,1,8,206,17,38
jo,1,9,206,17,38
jo,1,10,0,122,61
jo,2,1,0,0,0
jo,2,2,154,12,28
jo,2,3,206,17,38
jo,2,4,206,17,38
jo,2,5,255,255,255
jo,2,6,206,17,38
jo,2,7,206,17,38
jo,2,8,206,17,38
jo,2,9,0,122,61
jo,2,10,0,122,61
jo,3,1,0,0,0
jo,3,2,0,0,0
jo,3,3,154,12,28
jo,3,4,206,17,38
jo,3,5,206,17,38
jo,3,6,206,17,38
jo,3,7,206,17,38
jo,3,8,0,122,61
jo,3,9,0,122,61
jo,3,10,0,122,61
jo,4,1,0,0,0
jo,4,2,0,0,0
jo,4,3,0,0,0
jo,4,4,218,75,91
jo,4,5,206,17,38
jo,4,6,206,17,38
jo,4,7,255,255,255
jo,4,8,0,122,61
jo,4,9,0,122,61
jo,4,10,0,122,61
jo,5,1,0,0,0
jo,5,2,0,0,0
jo,5,3,0,0,0
jo,5,4,255,255,255
jo,5,5,218,75,91
jo,5,6,255,255,255
jo,5,7,255,255,255
jo,5,8,0,122,61
jo,5,9,0,122,61
jo,5,10,0,122,61
jo,6,1,0,0,0
jo,6,2,0,0,0
jo,6,3,0,0,0
jo,6,4,255,255,255
jo,6,5,255,255,255
jo,6,6,255,255,255
jo,6,7,255,255,255
jo,6,8,0,122,61
jo,6,9,0,122,61
jo,6,10,0,122,61
jo,7,1,0,0,0
jo,7,2,0,0,0
jo,7,3,0,0,0
jo,7,4,255,255,255
jo,7,5,255,255,255
jo,7,6,255,255,255
jo,7,7,255,255,255
jo,7,8,0,122,61
jo,7,9,0,122,61
jo,7,10,0,122,61
jo,8,1,0,0,0
jo,8,2,0,0,0
jo,8,3,0,0,0
jo,8,4,255,255,255
jo,8,5,255,255,255
jo,8,6,255,255,255
jo,8,7,255,255,255
jo,8,8,0,122,61
jo,8,9,0,122,61
jo,8,10,0,122,61
jo,9,1,0,0,0
jo,9,2,0,0,0
jo,9,3,0,0,0
jo,9,4,255,255,255
jo,9,5,255,255,255
jo,9,6,255,255,255
jo,9,7,255,255,255
jo,9,8,0,122,61
jo,9,9,0,122,61
jo,9,10,0,122,61
jo,10,1,0,0,0
jo,10,2,0,0,0
jo,10,3,0,0,0
jo,10,4,255,255,255
jo,10,5,255,255,255
jo,10,6,255,255,255
jo,10,7,255,255,255
jo,10,8,0,122,61
jo,10,9,0,122,61
jo,10,10,0,122,61
lb,1,1,237,28,36
lb,1,2,237,28,36
lb,1,3,250,198,200
lb,1,4,255,255,255
lb,1,5,255,255,255
lb,1,6,255,255,255
lb,1,7,255,255,255
lb,1,8,250,198,200
lb,1,9,237,28,36
lb,1,10,237,28,36
lb,2,1,237,28,36
lb,2,2,237,28,36
lb,2,3,250,198,200
lb,2,4,255,255,255
lb,2,5,255,255,255
lb,2,6,255,255,255
lb,2,7,255,255,255
lb,2,8,250,198,200
lb,2,9,237,28,36
lb,2,10,237,28,36
lb,3,1,237,28,36
lb,3,2,237,28,36
lb,3,3,250,198,200
lb,3,4,255,255,255
lb,3,5,255,255,255
lb,3,6,255,255,255
lb,3,7,255,255,255
lb,3,8,250,198,200
lb,3,9,237,28,36
lb,3,10,237,28,36
lb,4,1,237,28,36
lb,4,2,237,28,36
lb,4,3,250,198,200
lb,4,4,255,255,255
lb,4,5,255,255,255
lb,4,6,255,255,255
lb,4,7,255,255,255
lb,4,8,250,198,200
lb,4,9,237,28,36
lb,4,10,237,28,36
lb,5,1,237,28,36
lb,5,2,237,28,36
lb,5,3,250,198,200
lb,5,4,0,166,81
lb,5,5,0,166,81
lb,5,6,0,166,81
lb,5,7,255,255,255
lb,5,8,250,198,200
lb,5,9,237,28,36
lb,5,10,237,28,36
lb,6,1,237,28,36
lb,6,2,237,28,36
lb,6,3,250,198,200
lb,6,4,0,166,81
lb,6,5,0,166,81
lb,6,6,200,236,217
lb,6,7,255,255,255
lb,6,8,250,198,200
lb,6,9,237,28,36
lb,6,10,237,28,36
lb,7,1,237,28,36
lb,7,2,237,28,36
lb,7,3,250,198,200
lb,7,4,255,255,255
lb,7,5,255,255,255
lb,7,6,255,255,255
lb,7,7,0,166,81
lb,7,8,250,198,200
lb,7,9,237,28,36
lb,7,10,237,28,36
lb,8,1,237,28,36
lb,8,2,237,28,36
lb,8,3,250,198,200
lb,8,4,255,255,255
lb,8,5,255,255,255
lb,8,6,255,255,255
lb,8,7,255,255,255
lb,8,8,250,198,200
lb,8,9,237,28,36
lb,8,10,237,28,36
lb,9,1,237,28,36
lb,9,2,237,28,36
lb,9,3,250,198,200
lb,9,4,255,255,255
lb,9,5,255,255,255
lb,9,6,255,255,255
lb,9,7,255,255,255
lb,9,8,250,198,200
lb,9,9,237,28,36
lb,9,10,237,28,36
lb,10,1,237,28,36
lb,10,2,237,28,36
lb,10,3,250,198,200
lb,10,4,255,255,255
lb,10,5,255,255,255
lb,10,6,255,255,255
lb,10,7,255,255,255
lb,10,8,250,198,200
lb,10,9,237,28,36
lb,10,10,237,28,36
gb-sct,1,1,255,255,255
gb-sct,1,2,255,255,255
gb-sct,1,3,0,94,184
gb-sct,1,4,0,94,184
gb-sct,1,5,0,94,184
gb-sct,1,6,0,94,184
gb-sct,1,7,0,94,184
gb-sct,1,8,0,94,184
gb-sct,1,9,255,255,255
gb-sct,1,10,255,255,255
gb-sct,2,1,255,255,255
gb-sct,2,2,255,255,255
gb-sct,2,3,255,255,255
gb-sct,2,4,0,94,184
gb-sct,2,5,0,94,184
gb-sct,2,6,0,94,184
gb-sct,2,7,0,94,184
gb-sct,2,8,255,255,255
gb-sct,2,9,255,255,255
gb-sct,2,10,255,255,255
gb-sct,3,1,0,94,184
gb-sct,3,2,255,255,255
gb-sct,3,3,255,255,255
gb-sct,3,4,255,255,255
gb-sct,3,5,0,94,184
gb-sct,3,6,0,94,184
gb-sct,3,7,255,255,255
gb-sct,3,8,255,255,255
gb-sct,3,9,255,255,255
gb-sct,3,10,0,94,184
gb-sct,4,1,0,94,184
gb-sct,4,2,0,94,184
gb-sct,4,3,255,255,255
gb-sct,4,4,255,255,255
gb-sct,4,5,255,255,255
gb-sct,4,6,255,255,255
gb-sct,4,7,255,255,255
gb-sct,4,8,255,255,255
gb-sct,4,9,0,94,184
gb-sct,4,10,0,94,184
gb-sct,5,1,0,94,184
gb-sct,5,2,0,94,184
gb-sct,5,3,0,94,184
gb-sct,5,4,255,255,255
gb-sct,5,5,255,255,255
gb-sct,5,6,255,255,255
gb-sct,5,7,255,255,255
gb-sct,5,8,0,94,184
gb-sct,5,9,0,94,184
gb-sct,5,10,0,94,184
gb-sct,6,1,0,94,184
gb-sct,6,2,0,94,184
gb-sct,6,3,0,94,184
gb-sct,6,4,255,255,255
gb-sct,6,5,255,255,255
gb-sct,6,6,255,255,255
gb-sct,6,7,255,255,255
gb-sct,6,8,0,94,184
gb-sct,6,9,0,94,184
gb-sct,6,10,0,94,184
gb-sct,7,1,0,94,184
gb-sct,7,2,0,94,184
gb-sct,7,3,255,255,255
gb-sct,7,4,255,255,255
gb-sct,7,5,255,255,255
gb-sct,7,6,255,255,255
gb-sct,7,7,255,255,255
gb-sct,7,8,255,255,255
gb-sct,7,9,0,94,184
gb-sct,7,10,0,94,184
gb-sct,8,1,0,94,184
gb-sct,8,2,255,255,255
gb-sct,8,3,255,255,255
gb-sct,8,4,255,255,255
gb-sct,8,5,0,94,184
gb-sct,8,6,0,94,184
gb-sct,8,7,255,255,255
gb-sct,8,8,255,255,255
gb-sct,8,9,255,255,255
gb-sct,8,10,0,94,184
gb-sct,9,1,255,255,255
gb-sct,9,2,255,255,255
gb-sct,9,3,255,255,255
gb-sct,9,4,0,94,184
gb-sct,9,5,0,94,184
gb-sct,9,6,0,94,184
gb-sct,9,7,0,94,184
gb-sct,9,8,255,255,255
gb-sct,9,9,255,255,255
gb-sct,9,10,255,255,255
gb-sct,10,1,255,255,255
gb-sct,10,2,255,255,255
gb-sct,10,3,0,94,184
gb-sct,10,4,0,94,184
gb-sct,10,5,0,94,184
gb-sct,10,6,0,94,184
gb-sct,10,7,0,94,184
gb-sct,10,8,0,94,184
gb-sct,10,9,255,255,255
gb-sct,10,10,255,255,255
lu,1,1,237,41,57
lu,1,2,237,41,57
lu,1,3,237,41,57
lu,1,4,255,255,255
lu,1,5,255,255,255
lu,1,6,255,255,255
lu,1,7,255,255,255
lu,1,8,0,161,222
lu,1,9,0,161,222
lu,1,10,0,161,222
lu,2,1,237,41,57
lu,2,2,237,41,57
lu,2,3,237,41,57
lu,2,4,255,255,255
lu,2,5,255,255,255
lu,2,6,255,255,255
lu,2,7,255,255,255
lu,2,8,0,161,222
lu,2,9,0,161,222
lu,2,10,0,161,222
lu,3,1,237,41,57
lu,3,2,237,41,57
lu,3,3,237,41,57
lu,3,4,255,255,255
lu,3,5,255,255,255
lu,3,6,255,255,255
lu,3,7,255,255,255
lu,3,8,0,161,222
lu,3,9,0,161,222
lu,3,10,0,161,222
lu,4,1,237,41,57
lu,4,2,237,41,57
lu,4,3,237,41,57
lu,4,4,255,255,255
lu,4,5,255,255,255
lu,4,6,255,255,255
lu,4,7,255,255,255
lu,4,8,0,161,222
lu,4,9,0,161,222
lu,4,10,0,161,222
lu,5,1,237,41,57
lu,5,2,237,41,57
lu,5,3,237,41,57
lu,5,4,255,255,255
lu,5,5,255,255,255
lu,5,6,255,255,255
lu,5,7,255,255,255
lu,5,8,0,161,222
lu,5,9,0,161,222
lu,5,10,0,161,222
lu,6,1,237,41,57
lu,6,2,237,41,57
lu,6,3,237,41,57
lu,6,4,255,255,255
lu,6,5,255,255,255
lu,6,6,255,255,255
lu,6,7,255,255,255
lu,6,8,0,161,222
lu,6,9,0,161,222
lu,6,10,0,161,222
lu,7,1,237,41,57
lu,7,2,237,41,57
lu,7,3,237,41,57
lu,7,4,255,255,255
lu,7,5,255,255,255
lu,7,6,255,255,255
lu,7,7,255,255,255
lu,7,8,0,161,222
lu,7,9,0,161,222
lu,7,10,0,161,222
lu,8,1,237,41,57
lu,8,2,237,41,57
lu,8,3,237,41,57
lu,8,4,255,255,255
lu,8,5,255,255,255
lu,8,6,255,255,255
lu,8,7,255,255,255
lu,8,8,0,161,222
lu,8,9,0,161,222
lu,8,10,0,161,222
lu,9,1,237,41,57
lu,9,2,237,41,57
lu,9,3,237,41,57
lu,9,4,255,255,255
lu,9,5,255,255,255
lu,9,6,255,255,255
lu,9,7,255,255,255
lu,9,8,0,161,222
lu,9,9,0,161,222
lu,9,10,0,161,222
lu,10,1,237,41,57
lu,10,2,237,41,57
lu,10,3,237,41,57
lu,10,4,255,255,255
lu,10,5,255,255,255
lu,10,6,255,255,255
lu,10,7,255,255,255
lu,10,8,0,161,222
lu,10,9,0,161,222
lu,10,10,0,161,222
bl,1,1,255,255,255
bl,1,2,255,255,255
bl,1,3,255,255,255
bl,1,4,255,255,255
bl,1,5,255,255,255
bl,1,6,255,255,255
bl,1,7,255,255,255
bl,1,8,255,255,255
bl,1,9,255,255,255
bl,1,10,255,255,255
bl,2,1,255,255,255
bl,2,2,255,255,255
bl,2,3,255,255,255
bl,2,4,255,255,255
bl,2,5,255,255,255
bl,2,6,255,255,255
bl,2,7,255,255,255
bl,2,8,255,255,255
bl,2,9,255,255,255
bl,2,10,255,255,255
bl,3,1,255,255,255
bl,3,2,255,255,255
bl,3,3,255,255,255
bl,3,4,208,207,206
bl,3,5,255,255,255
bl,3,6,165,165,164
bl,3,7,255,255,255
bl,3,8,255,255,255
bl,3,9,255,255,255
bl,3,10,255,255,255
bl,4,1,255,255,255
bl,4,2,234,206,36
bl,4,3,255,255,255
bl,4,4,255,255,255
bl,4,5,255,255,255
bl,4,6,221,217,207
bl,4,7,255,255,255
bl,4,8,210,197,163
bl,4,9,246,228,190
bl,4,10,255,255,255
bl,5,1,255,255,255
bl,5,2,234,206,36
bl,5,3,19,83,180
bl,5,4,19,83,180
bl,5,5,206,15,37
bl,5,6,94,60,39
bl,5,7,19,83,180
bl,5,8,255,255,255
bl,5,9,255,255,255
bl,5,10,255,255,255
bl,6,1,255,255,255
bl,6,2,234,206,36
bl,6,3,19,83,180
bl,6,4,19,83,180
bl,6,5,206,15,37
bl,6,6,94,60,39
bl,6,7,19,83,180
bl,6,8,255,255,255
bl,6,9,255,255,255
bl,6,10,255,255,255
bl,7,1,255,255,255
bl,7,2,234,206,36
bl,7,3,255,255,255
bl,7,4,255,255,255
bl,7,5,204,203,200
bl,7,6,255,255,255
bl,7,7,255,255,255
bl,7,8,198,187,148
bl,7,9,246,228,190
bl,7,10,255,255,255
bl,8,1,255,255,255
bl,8,2,255,255,255
bl,8,3,255,255,255
bl,8,4,255,255,255
bl,8,5,247,247,247
bl,8,6,146,146,143
bl,8,7,255,255,255
bl,8,8,255,255,255
bl,8,9,255,255,255
bl,8,10,255,255,255
bl,9,1,255,255,255
bl,9,2,255,255,255
bl,9,3,255,255,255
bl,9,4,255,255,255
bl,9,5,255,255,255
bl,9,6,255,255,255
bl,9,7,255,255,255
bl,9,8,255,255,255
bl,9,9,255,255,255
bl,9,10,255,255,255
bl,10,1,255,255,255
bl,10,2,255,255,255
bl,10,3,255,255,255
bl,10,4,255,255,255
bl,10,5,255,255,255
bl,10,6,255,255,255
bl,10,7,255,255,255
bl,10,8,255,255,255
bl,10,9,255,255,255
bl,10,10,255,255,255
pg,1,1,78,6,14
pg,1,2,0,0,0
pg,1,3,0,0,0
pg,1,4,0,0,0
pg,1,5,0,0,0
pg,1,6,0,0,0
pg,1,7,0,0,0
pg,1,8,0,0,0
pg,1,9,0,0,0
pg,1,10,0,0,0
pg,2,1,206,17,38
pg,2,2,78,6,14
pg,2,3,0,0,0
pg,2,4,0,0,0
pg,2,5,0,0,0
pg,2,6,182,182,182
pg,2,7,0,0,0
pg,2,8,0,0,0
pg,2,9,0,0,0
pg,2,10,0,0,0
pg,3,1,206,17,38
pg,3,2,206,17,38
pg,3,3,78,6,14
pg,3,4,255,255,255
pg,3,5,0,0,0
pg,3,6,0,0,0
pg,3,7,0,0,0
pg,3,8,0,0,0
pg,3,9,255,255,255
pg,3,10,0,0,0
pg,4,1,206,17,38
pg,4,2,206,17,38
pg,4,3,206,17,38
pg,4,4,78,6,14
pg,4,5,0,0,0
pg,4,6,255,255,255
pg,4,7,0,0,0
pg,4,8,0,0,0
pg,4,9,0,0,0
pg,4,10,0,0,0
pg,5,1,206,17,38
pg,5,2,206,17,38
pg,5,3,206,17,38
pg,5,4,206,17,38
pg,5,5,78,6,14
pg,5,6,0,0,0
pg,5,7,0,0,0
pg,5,8,0,0,0
pg,5,9,0,0,0
pg,5,10,0,0,0
pg,6,1,206,17,38
pg,6,2,206,17,38
pg,6,3,206,17,38
pg,6,4,252,209,22
pg,6,5,206,17,38
pg,6,6,78,6,14
pg,6,7,0,0,0
pg,6,8,0,0,0
pg,6,9,0,0,0
pg,6,10,0,0,0
pg,7,1,206,17,38
pg,7,2,206,17,38
pg,7,3,221,77,32
pg,7,4,252,209,22
pg,7,5,206,17,38
pg,7,6,206,17,38
pg,7,7,78,6,14
pg,7,8,0,0,0
pg,7,9,0,0,0
pg,7,10,0,0,0
pg,8,1,206,17,38
pg,8,2,206,17,38
pg,8,3,252,209,22
pg,8,4,252,209,22
pg,8,5,206,17,38
pg,8,6,206,17,38
pg,8,7,206,17,38
pg,8,8,78,6,14
pg,8,9,0,0,0
pg,8,10,0,0,0
pg,9,1,206,17,38
pg,9,2,206,17,38
pg,9,3,206,17,38
pg,9,4,206,17,38
pg,9,5,206,17,38
pg,9,6,206,17,38
pg,9,7,206,17,38
pg,9,8,206,17,38
pg,9,9,78,6,14
pg,9,10,0,0,0
pg,10,1,206,17,38
pg,10,2,206,17,38
pg,10,3,206,17,38
pg,10,4,206,17,38
pg,10,5,206,17,38
pg,10,6,206,17,38
pg,10,7,206,17,38
pg,10,8,206,17,38
pg,10,9,206,17,38
pg,10,10,78,6,14
mr,1,1,208,28,31
mr,1,2,208,28,31
mr,1,3,0,169,92
mr,1,4,0,169,92
mr,1,5,0,169,92
mr,1,6,0,169,92
mr,1,7,0,169,92
mr,1,8,0,169,92
mr,1,9,208,28,31
mr,1,10,208,28,31
mr,2,1,208,28,31
mr,2,2,208,28,31
mr,2,3,0,169,92
mr,2,4,0,169,92
mr,2,5,0,169,92
mr,2,6,0,169,92
mr,2,7,0,169,92
mr,2,8,0,169,92
mr,2,9,208,28,31
mr,2,10,208,28,31
mr,3,1,208,28,31
mr,3,2,208,28,31
mr,3,3,0,169,92
mr,3,4,168,199,31
mr,3,5,0,169,92
mr,3,6,0,169,92
mr,3,7,0,169,92
mr,3,8,0,169,92
mr,3,9,208,28,31
mr,3,10,208,28,31
mr,4,1,208,28,31
mr,4,2,208,28,31
mr,4,3,0,169,92
mr,4,4,0,169,92
mr,4,5,0,169,92
mr,4,6,255,215,0
mr,4,7,0,169,92
mr,4,8,0,169,92
mr,4,9,208,28,31
mr,4,10,208,28,31
mr,5,1,208,28,31
mr,5,2,208,28,31
mr,5,3,0,169,92
mr,5,4,0,169,92
mr,5,5,0,169,92
mr,5,6,0,169,92
mr,5,7,255,215,0
mr,5,8,0,169,92
mr,5,9,208,28,31
mr,5,10,208,28,31
mr,6,1,208,28,31
mr,6,2,208,28,31
mr,6,3,0,169,92
mr,6,4,0,169,92
mr,6,5,0,169,92
mr,6,6,0,169,92
mr,6,7,255,215,0
mr,6,8,0,169,92
mr,6,9,208,28,31
mr,6,10,208,28,31
mr,7,1,208,28,31
mr,7,2,208,28,31
mr,7,3,0,169,92
mr,7,4,0,169,92
mr,7,5,0,169,92
mr,7,6,255,215,0
mr,7,7,0,169,92
mr,7,8,0,169,92
mr,7,9,208,28,31
mr,7,10,208,28,31
mr,8,1,208,28,31
mr,8,2,208,28,31
mr,8,3,0,169,92
mr,8,4,0,169,92
mr,8,5,0,169,92
mr,8,6,0,169,92
mr,8,7,0,169,92
mr,8,8,0,169,92
mr,8,9,208,28,31
mr,8,10,208,28,31
mr,9,1,208,28,31
mr,9,2,208,28,31
mr,9,3,0,169,92
mr,9,4,0,169,92
mr,9,5,0,169,92
mr,9,6,0,169,92
mr,9,7,0,169,92
mr,9,8,0,169,92
mr,9,9,208,28,31
mr,9,10,208,28,31
mr,10,1,208,28,31
mr,10,2,208,28,31
mr,10,3,0,169,92
mr,10,4,0,169,92
mr,10,5,0,169,92
mr,10,6,0,169,92
mr,10,7,0,169,92
mr,10,8,0,169,92
mr,10,9,208,28,31
mr,10,10,208,28,31
mp,1,1,0,51,161
mp,1,2,0,51,161
mp,1,3,0,51,161
mp,1,4,0,51,161
mp,1,5,0,51,161
mp,1,6,0,51,161
mp,1,7,0,51,161
mp,1,8,0,51,161
mp,1,9,0,51,161
mp,1,10,0,51,161
mp,2,1,0,51,161
mp,2,2,0,51,161
mp,2,3,0,51,161
mp,2,4,0,51,161
mp,2,5,0,51,161
mp,2,6,0,51,161
mp,2,7,0,51,161
mp,2,8,0,51,161
mp,2,9,0,51,161
mp,2,10,0,51,161
mp,3,1,0,51,161
mp,3,2,0,51,161
mp,3,3,0,51,161
mp,3,4,0,51,161
mp,3,5,0,51,161
mp,3,6,0,51,161
mp,3,7,0,51,161
mp,3,8,0,51,161
mp,3,9,0,51,161
mp,3,10,0,51,161
mp,4,1,0,51,161
mp,4,2,0,51,161
mp,4,3,0,51,161
mp,4,4,194,179,177
mp,4,5,233,224,230
mp,4,6,246,246,248
mp,4,7,138,102,86
mp,4,8,228,151,188
mp,4,9,0,51,161
mp,4,10,0,51,161
mp,5,1,0,51,161
mp,5,2,197,208,233
mp,5,3,235,141,133
mp,5,4,177,180,179
mp,5,5,163,162,161
mp,5,6,255,255,255
mp,5,7,30,38,58
mp,5,8,177,180,179
mp,5,9,177,180,179
mp,5,10,0,51,161
mp,6,1,0,51,161
mp,6,2,228,160,193
mp,6,3,169,38,30
mp,6,4,0,51,161
mp,6,5,0,51,161
mp,6,6,255,255,255
mp,6,7,0,51,161
mp,6,8,255,255,255
mp,6,9,0,51,161
mp,6,10,0,51,161
mp,7,1,0,51,161
mp,7,2,0,51,161
mp,7,3,0,51,161
mp,7,4,232,236,247
mp,7,5,204,39,30
mp,7,6,230,204,222
mp,7,7,142,164,211
mp,7,8,116,186,35
mp,7,9,0,51,161
mp,7,10,0,51,161
mp,8,1,0,51,161
mp,8,2,0,51,161
mp,8,3,0,51,161
mp,8,4,0,51,161
mp,8,5,0,51,161
mp,8,6,0,51,161
mp,8,7,0,51,161
mp,8,8,0,51,161
mp,8,9,0,51,161
mp,8,10,0,51,161
mp,9,1,0,51,161
mp,9,2,0,51,161
mp,9,3,0,51,161
mp,9,4,0,51,161
mp,9,5,0,51,161
mp,9,6,0,51,161
mp,9,7,0,51,161
mp,9,8,0,51,161
mp,9,9,0,51,161
mp,9,10,0,51,161
mp,10,1,0,51,161
mp,10,2,0,51,161
mp,10,3,0,51,161
mp,10,4,0,51,161
mp,10,5,0,51,161
mp,10,6,0,51,161
mp,10,7,0,51,161
mp,10,8,0,51,161
mp,10,9,0,51,161
mp,10,10,0,51,161
mm,1,1,254,203,0
mm,1,2,254,203,0
mm,1,3,254,203,0
mm,1,4,52,178,51
mm,1,5,52,178,51
mm,1,6,52,178,51
mm,1,7,52,178,51
mm,1,8,234,40,57
mm,1,9,234,40,57
mm,1,10,234,40,57
mm,2,1,254,203,0
mm,2,2,254,203,0
mm,2,3,254,203,0
mm,2,4,52,178,51
mm,2,5,52,178,51
mm,2,6,52,178,51
mm,2,7,52,178,51
mm,2,8,234,40,57
mm,2,9,234,40,57
mm,2,10,234,40,57
mm,3,1,254,203,0
mm,3,2,254,203,0
mm,3,3,254,203,0
mm,3,4,52,178,51
mm,3,5,52,178,51
mm,3,6,52,178,51
mm,3,7,52,178,51
mm,3,8,234,40,57
mm,3,9,234,40,57
mm,3,10,234,40,57
mm,4,1,254,203,0
mm,4,2,254,203,0
mm,4,3,254,203,0
mm,4,4,52,178,51
mm,4,5,255,255,255
mm,4,6,52,178,51
mm,4,7,52,178,51
mm,4,8,234,40,57
mm,4,9,234,40,57
mm,4,10,234,40,57
mm,5,1,254,203,0
mm,5,2,254,203,0
mm,5,3,254,203,0
mm,5,4,52,178,51
mm,5,5,255,255,255
mm,5,6,255,255,255
mm,5,7,255,255,255
mm,5,8,234,40,57
mm,5,9,234,40,57
mm,5,10,234,40,57
mm,6,1,254,203,0
mm,6,2,254,203,0
mm,6,3,254,203,0
mm,6,4,52,178,51
mm,6,5,255,255,255
mm,6,6,255,255,255
mm,6,7,255,255,255
mm,6,8,234,40,57
mm,6,9,234,40,57
mm,6,10,234,40,57
mm,7,1,254,203,0
mm,7,2,254,203,0
mm,7,3,254,203,0
mm,7,4,52,178,51
mm,7,5,255,255,255
mm,7,6,52,178,51
mm,7,7,52,178,51
mm,7,8,234,40,57
mm,7,9,234,40,57
mm,7,10,234,40,57
mm,8,1,254,203,0
mm,8,2,254,203,0
mm,8,3,254,203,0
mm,8,4,52,178,51
mm,8,5,52,178,51
mm,8,6,52,178,51
mm,8,7,52,178,51
mm,8,8,234,40,57
mm,8,9,234,40,57
mm,8,10,234,40,57
mm,9,1,254,203,0
mm,9,2,254,203,0
mm,9,3,254,203,0
mm,9,4,52,178,51
mm,9,5,52,178,51
mm,9,6,52,178,51
mm,9,7,52,178,51
mm,9,8,234,40,57
mm,9,9,234,40,57
mm,9,10,234,40,57
mm,10,1,254,203,0
mm,10,2,254,203,0
mm,10,3,254,203,0
mm,10,4,52,178,51
mm,10,5,52,178,51
mm,10,6,52,178,51
mm,10,7,52,178,51
mm,10,8,234,40,57
mm,10,9,234,40,57
mm,10,10,234,40,57
ps,1,1,0,0,0
ps,1,2,237,46,56
ps,1,3,237,46,56
ps,1,4,237,46,56
ps,1,5,237,46,56
ps,1,6,237,46,56
ps,1,7,237,46,56
ps,1,8,237,46,56
ps,1,9,237,46,56
ps,1,10,0,150,57
ps,2,1,0,0,0
ps,2,2,0,0,0
ps,2,3,237,46,56
ps,2,4,237,46,56
ps,2,5,237,46,56
ps,2,6,237,46,56
ps,2,7,237,46,56
ps,2,8,237,46,56
ps,2,9,0,150,57
ps,2,10,0,150,57
ps,3,1,0,0,0
ps,3,2,0,0,0
ps,3,3,0,0,0
ps,3,4,255,255,255
ps,3,5,237,46,56
ps,3,6,237,46,56
ps,3,7,255,255,255
ps,3,8,0,150,57
ps,3,9,0,150,57
ps,3,10,0,150,57
ps,4,1,0,0,0
ps,4,2,0,0,0
ps,4,3,0,0,0
ps,4,4,255,255,255
ps,4,5,255,255,255
ps,4,6,255,255,255
ps,4,7,255,255,255
ps,4,8,0,150,57
ps,4,9,0,150,57
ps,4,10,0,150,57
ps,5,1,0,0,0
ps,5,2,0,0,0
ps,5,3,0,0,0
ps,5,4,255,255,255
ps,5,5,255,255,255
ps,5,6,255,255,255
ps,5,7,255,255,255
ps,5,8,0,150,57
ps,5,9,0,150,57
ps,5,10,0,150,57
ps,6,1,0,0,0
ps,6,2,0,0,0
ps,6,3,0,0,0
ps,6,4,255,255,255
ps,6,5,255,255,255
